S6 Anteil;S4 Anteil;M100 Anteil;Penetration;Erweichungspunkt;;
0.892945305;0;0.107054695;87;46.4;32.2944;40.32655983
0.893017348;0;0.106982652;136;42;45.696;42.3190656
0.890635109;0;0.109364891;138;42.2;46.5888;43.76519726
0.893019731;0;0.106980269;193;39;60.216;44.6494113
0.892967809;0;0.107032191;199;38.8;61.7696;45.10035691
0.892953496;0;0.107046504;195;39;60.84;45.1120995
0.892818198;0;0.107181802;182;39.4;57.3664;43.85875257
0.89300057;0;0.10699943;201;38.4;61.7472;43.70397659
0.843081191;0;0.156918809;194;39.6;61.4592;47.70704024
0.842063775;0;0.157936225;196;39.2;61.4656;46.2807448
0.842099054;0;0.157900946;190;39.6;60.192;46.72338993
0.843246218;0;0.156753782;195;39.4;61.464;46.99152061
0.84325853;0;0.15674147;186;39.4;58.6272;44.82268119
0.843262948;0;0.156737052;180;39.4;56.736;43.37678825
0.843267828;0;0.156732172;188;39;58.656;43.4926908
1;0;0;182;39;56.784;42.1046262
1;0;0;194;38.2;59.2864;41.30999873
1;0;0;192;38.6;59.2896;42.62363139
1;0;0;172;39.6;54.4896;42.29696351
1;0;0;165;40.2;53.064;43.09115715
0.950160637;0;0.049839363;185;38.6;57.128;41.06964483
0.95011461;0;0.04988539;167;40;53.44;42.752
0.950168296;0;0.049831704;227;37;67.192;42.5434547
0.950219499;0;0.049780501;98;43.8;34.3392;36.06803793
0.950219499;0;0.049780501;88;46;32.384;39.4016128
0.950219499;0;0.049780501;90;45.6;32.832;38.91364209
0.950219499;0;0.049780501;86;46.4;31.9232;39.86303615
0.950036834;0;0.049963166;88;46;32.384;39.4016128
0.949912209;0;0.050087791;89;45.6;32.4672;38.48126829
0.949948316;0;0.050051684;82;46;30.176;36.7151392
0.948872628;0;0.051127372;98;45.6;35.7504;42.37263249
0.949809808;0;0.050190192;94;45.6;34.2912;40.64313729
1;0;0;85;45.6;31.008;36.75177308
1;0;0;88;46;32.384;39.4016128
1;0;0;85;46.2;31.416;38.72458997
1;0;0;78;47.8;29.8272;40.71985184
1;0;0;79;46.8;29.5776;37.89749494
1;0;0;78;47;29.328;38.0615118
1;0;0;88;44.4;31.2576;34.1990902
1;0;0;84;46.2;31.0464;38.26900655
1;0;0;84;45.8;30.7776;36.96078598
1;0;0;105;44.2;37.128;40.07544712
0.780988368;0;0.219011632;195;39.2;61.152;46.04461855
0.781103633;0;0.218896367;199;39.8;63.3616;49.93273616
0.779718643;0;0.220281357;205;40;65.6;52.48
0.774207655;0;0.225792345;218;39.2;68.3648;51.47552227
0.773136449;0;0.226863551;278;38;84.512;57.9667808
0.773189345;0;0.226810655;205;39.4;64.616;49.40134218
0.771833635;0;0.228166365;171;40;54.72;43.776
0.771833635;0;0.228166365;152;41;49.856;42.9515672
0.771833635;0;0.228166365;170;40.4;54.944;45.28708652
0.771862194;0;0.228137806;184;40;58.88;47.104
0.779868996;0;0.220131004;189;40;60.48;48.384
0.779999592;0;0.220000408;196;39.6;62.0928;48.1988654
0.780872205;0;0.219127795;210;39;65.52;48.582261
0.776392313;0;0.223607687;200;39;62.4;46.26882
0.776555597;0;0.223444403;181;40;57.92;46.336
0.221933307;0.427646266;0.350420427;15;69.8;8.376;35.60516064
0.243232942;0.403709002;0.353058056;15;70.4;8.448;36.84528292
0.2144974;0.429129803;0.356372797;15;70;8.4;36.015
0.241547359;0.400649789;0.357802852;15;70.8;8.496;37.68983965
0.232770127;0.405286329;0.361943544;13;70.4;7.3216;31.93257853
0.227720762;0.407953638;0.3643256;13;70;7.28;31.213
0.209108343;0.334535402;0.456356255;16;67.6;8.6528;33.41233033
0.201408857;0.294014065;0.504577079;16;68;8.704;34.2102016
0.204150521;0.297539636;0.498309844;16;68.4;8.7552;35.02227788
0.201520233;0.29426556;0.504214207;13;69.8;7.2592;30.85780589
0.242848146;0.301647549;0.455504305;15;68;8.16;32.072064
0.264110038;0.281486577;0.454403385;16;66.4;8.4992;31.10228525
0.26024599;0.296481318;0.443272692;13;70.4;7.3216;31.93257853
0.196712839;0.328516987;0.474770174;12;70.4;6.7584;29.47622633
0.200649328;0.327038673;0.472311999;18;67.2;9.6768;36.70705963
0.205415876;0.326051358;0.468532766;18;65;9.36;32.131125
1;0;0;87;46.2;32.1552;39.63575679
1;0;0;89;45.4;32.3248;37.81058686
1;0;0;90;45.6;32.832;38.91364209
1;0;0;93;45.2;33.6288;38.81831571
0.823145666;0;0.176854334;208;39;64.896;48.1195728
0.822983459;0;0.177016541;208;39;64.896;48.1195728
0.822885275;0;0.177114725;185;39.4;58.312;44.58169904
0.822982897;0;0.177017103;173;40.6;56.1904;47.00566893
0.816461723;0;0.183538277;182;39.8;57.9488;45.66712553
0.816490349;0;0.183509651;190;39.4;59.888;45.78660982
0.807491685;0;0.192508315;184;39.8;58.5856;46.16896208
0.828359427;0;0.171640573;188;39.8;59.8592;47.17263517
0.823171775;0;0.176828225;195;39.6;61.776;47.95295282
0.822298103;0;0.177701897;198;39.4;62.4096;47.71446708
0.795664136;0;0.204335864;205;39.4;64.616;49.40134218
0.776656152;0;0.223343848;188;40.2;60.4608;49.09780329
0.782184592;0;0.217815408;189;39.8;60.1776;47.42355344
0.773530689;0;0.226469311;181;40.2;58.2096;47.2696936
0.77357309;0;0.22642691;193;39.4;60.8336;46.50955629
0.498098173;0;0.501901827;167;41.2;55.0432;48.11775265
0.498093703;0;0.501906297;79;46.6;29.4512;37.25381539
0.495268005;0;0.504731995;82;46.2;30.3072;37.35783973
0.495395872;0;0.504604128;81;46.8;30.3264;38.85692519
0.494980561;0;0.505019439;76;47.8;29.0624;39.67575307
0.382564659;0;0.617435341;76;47.6;28.9408;39.01587967
0.301589578;0;0.698410422;72;48;27.648;38.2205952
0.318524328;0;0.681475672;67;48.2;25.8352;36.16287545
0.25042107;0;0.74957893;136;42.2;45.9136;43.13091904
0.527835038;0;0.472164962;156;41.6;51.9168;46.71947145
1;0;0;183;39.2;57.3888;43.21110356
1;0;0;87;45.6;31.7376;37.61652068
1;0;0;87;46.2;32.1552;39.63575679
1;0;0;87;46.2;32.1552;39.63575679
1;0;0;87;45.8;31.8768;38.28081406
1;0;0;88;45.4;31.9616;37.3857488
1;0;0;90;45.6;32.832;38.91364209
1;0;0;91;45.6;33.1968;39.34601589
1;0;0;87;46;32.016;38.9538672
1;0;0;85;46.6;31.688;40.08321909
1;0;0;89;45.8;32.6096;39.16083277
1;0;0;90;46;33.12;40.297104
1;0;0;97;44.8;34.7648;39.07363275
0.817228089;0;0.182771911;196;39.6;62.0928;48.1988654
0.817157193;0;0.182842807;201;39.2;63.0336;47.46137604
0.817178356;0;0.182821644;190;39.6;60.192;46.72338993
0.802122027;0;0.197877973;186;40;59.52;47.616
0.801408187;0;0.198591813;191;39.4;60.2032;46.02759198
0.801265852;0;0.198734148;200;39.2;62.72;47.22524979
0.801229424;0;0.198770576;200;39.8;63.68;50.18365443
0.801234384;0;0.198765616;196;39.8;62.4064;49.17998134
0.803147304;0;0.196852696;193;39.4;60.8336;46.50955629
0.805143398;0;0.194856602;170;39.2;53.312;40.14146232
0.802186897;0;0.197813103;187;39.8;59.5408;46.92171689
0.803585786;0;0.196414214;184;39.8;58.5856;46.16896208
0.802368137;0;0.197631863;190;39.8;60.496;47.67447171
0.802177131;0;0.197822869;193;39.8;61.4512;48.42722653
0.804042243;0;0.195957757;200;39.6;63.36;49.18251571
0.801654031;0;0.198345969;202;39.4;63.6704;48.67839571
0.801695677;0;0.198304323;196;39.6;62.0928;48.1988654
0.801705867;0;0.198294133;192;39.8;61.1328;48.17630825
0.801741684;0;0.198258316;192;39.2;60.2112;45.3362398
0.801783669;0;0.198216331;182;40.4;58.8224;48.48382203
0.801784659;0;0.198215341;174;39.8;55.4016;43.65977936
0.801641098;0;0.198358902;173;40;55.36;44.288
0.801669879;0;0.198330121;186;39.2;58.3296;43.91948231
0.80173671;0;0.19826329;179;40.4;57.8528;47.68463815
0.801552125;0;0.198447875;199;39;62.088;46.0374759
0.804664749;0;0.195335251;224;38.8;69.5296;50.7662309
0.80116825;0;0.19883175;243;38;73.872;50.6688048
0.801234106;0;0.198765894;57;50;22.8;35.625
0.25673088;0;0.74326912;60;49;23.52;34.588806
0.254156408;0;0.745843592;59;50.2;23.6944;37.46854945
0.247145181;0;0.752854819;73;47.8;27.9152;38.10960493
0.246810486;0;0.753189514;66;49.2;25.9776;38.67268686
1;0;0;45;52.6;18.936;34.44732404
1;0;0;36;55.4;15.9552;33.91107518
1;0;0;34;56;15.232;33.4372864
1;0;0;33;57.4;15.1536;35.82296341
1;0;0;17;65.8;8.9488;31.8678303
0.682990592;0.317009408;0;12;72.2;6.9312;32.60844104
0.678957239;0.321042761;0;14;72;8.064;37.6233984
0.68186116;0.31813884;0;14;71;7.952;35.5763534
0.653943366;0.346056634;0;12;71.6;6.8736;31.53794092
0.653943366;0.346056634;0;13;71;7.384;33.0351853
0.652765417;0.347234583;0;12;72.2;6.9312;32.60844104
0.642197272;0.357802728;0;13;71.4;7.4256;33.78595501
0.641633987;0.358366013;0;14;70.4;7.8848;34.38893072
0.630247083;0.369752917;0;13;71.4;7.4256;33.78595501
0.622377394;0.377622606;0;14;71;7.952;35.5763534
0.616678477;0.383321523;0;16;67.6;8.6528;33.41233033
1;0;0;10;74.6;5.968;30.97100583
1;0;0;91;45.4;33.0512;38.66026296
1;0;0;91;45.8;33.3424;40.04085148
1;0;0;87;46.6;32.4336;41.02635365
1;0;0;76;47.2;28.6976;37.7208601
1;0;0;83;47.2;31.3408;41.19514984
1;0;0;74;48;28.416;39.2822784
0.799143549;0;0.200856451;191;39.6;60.5088;46.9693025
0.810171574;0;0.189828426;191;40;61.12;48.896
0.797515418;0;0.202484582;185;39.8;58.904;46.41988035
0.797481989;0;0.202518011;147;41.6;48.9216;44.02411733
0.797507183;0;0.202492817;205;39.6;64.944;50.4120786
0.79749816;0;0.20250184;210;39;65.52;48.582261
0.797488349;0;0.202511651;214;38.8;66.4256;48.4998813
0.797458769;0;0.202541231;208;38.6;64.2304;46.17560067
0.809542465;0;0.190457535;196;40;62.72;50.176
0.858147738;0;0.141852262;193;39.8;61.4512;48.42722653
0.85607577;0;0.14392423;178;39.8;56.6752;44.66345244
0.845366214;0;0.154633786;189;39.8;60.1776;47.42355344
0.800415413;0;0.199584587;199;38.8;61.7696;45.10035691
0.841408205;0;0.158591795;196;39;61.152;45.3434436
0.890295597;0;0.109704403;185;38.2;56.536;39.39355549
1;0;0;189;39.6;59.8752;46.47747735
1;0;0;90;46.2;33.264;41.00250702
1;0;0;89;46.4;33.0368;41.25360718
1;0;0;94;45.8;34.4416;41.36087955
1;0;0;90;46;33.12;40.297104
1;0;0;88;46.2;32.5248;40.0913402
1;0;0;84;45.8;30.7776;36.96078598
1;0;0;90;46.2;33.264;41.00250702
1;0;0;128;44.8;45.8752;51.56108239
1;0;0;205;39.6;64.944;50.4120786
1;0;0;205;38.8;63.632;46.46016667
1;0;0;166;41.4;54.9792;48.76513743
1;0;0;185;39.2;58.016;43.68335606
1;0;0;188;39.2;58.9568;44.3917348
1;0;0;180;39.6;57.024;44.26426414
1;0;0;205;38.4;62.976;44.57370747
1;0;0;59;50.4;23.7888;38.06923567
1;0;0;65;50;26;40.625
1;0;0;58;49.8;23.1072;35.67347073
1;0;0;59;50.2;23.6944;37.46854945
1;0;0;59;50;23.6;36.875
1;0;0;59;50;23.6;36.875
1;0;0;67;49;26.264;38.6241667
1;0;0;66;49;25.872;38.0476866
1;0;0;184;39.2;57.7024;43.44722981
1;0;0;185;39;57.72;42.7986585
1;0;0;188;39;58.656;43.4926908
1;0;0;200;38.8;62.08;45.32699187
1;0;0;198;38.4;60.8256;43.05167843
1;0;0;165;40.2;53.064;43.09115715
1;0;0;162;41.4;53.6544;47.59007388
1;0;0;197;38.2;60.2032;41.94881314
1;0;0;208;38.6;64.2304;46.17560067
1;0;0;188;39;58.656;43.4926908
1;0;0;189;38.8;58.6656;42.83400732
1;0;0;181;39.6;57.3408;44.51017672
1;0;0;185;39.4;58.312;44.58169904
1;0;0;196;38.8;60.8384;44.42045203
1;0;0;191;39.4;60.2032;46.02759198
1;0;0;184;39.2;57.7024;43.44722981
1;0;0;186;39;58.032;43.0300026
1;0;0;181;40;57.92;46.336
1;0;0;193;38.8;59.9072;43.74054716
1;0;0;180;40;57.6;46.08
1;0;0;187;39.6;59.2416;45.98565219
1;0;0;190;38.8;58.976;43.06064228
1;0;0;190;40;60.8;48.64
1;0;0;188;39.2;58.9568;44.3917348
1;0;0;194;40.4;62.7008;51.68055755
1;0;0;190;39.4;59.888;45.78660982
1;0;0;192;40.2;61.7472;50.14243741
1;0;0;185;39.2;58.016;43.68335606
1;0;0;181;39.6;57.3408;44.51017672
1;0;0;189;38;57.456;39.4090704
1;0;0;186;39.2;58.3296;43.91948231
1;0;0;190;39.2;59.584;44.8639873
1;0;0;180;39.6;57.024;44.26426414
1;0;0;192;38.8;59.5968;43.5139122
1;0;0;182;39.4;57.3664;43.85875257
1;0;0;194;38.8;60.2176;43.96718212
1;0;0;88;45.8;32.2432;38.72082341
1;0;0;86;46.8;32.1984;41.25550082
1;0;0;82;47;30.832;40.0133842
1;0;0;86;46.6;32.0608;40.55478637
1;0;0;85;46.2;31.416;38.72458997
1;0;0;87;46.2;32.1552;39.63575679
1;0;0;82;46.6;30.5696;38.66851724
1;0;0;92;45.4;33.4144;39.08510102
1;0;0;86;46;31.648;38.5061216
1;0;0;87;46.4;32.2944;40.32655983
1;0;0;88;46.2;32.5248;40.0913402
1;0;0;90;45.8;32.976;39.60084213
1;0;0;85;46.2;31.416;38.72458997
1;0;0;86;46.6;32.0608;40.55478637
1;0;0;86;46.4;31.9232;39.86303615
1;0;0;86;46.4;31.9232;39.86303615
1;0;0;81;46.8;30.3264;38.85692519
1;0;0;85;46.4;31.552;39.39951247
1;0;0;86;46.2;31.7856;39.18017338
1;0;0;80;47;30.08;39.037448
1;0;0;83;46.8;31.0752;39.81635544
1;0;0;96;45.4;34.8672;40.78445324
1;0;0;86;46.6;32.0608;40.55478637
1;0;0;87;46.2;32.1552;39.63575679
1;0;0;78;47;29.328;38.0615118
1;0;0;75;47.4;28.44;37.85947873
1;0;0;80;46.8;29.952;38.37721006
1;0;0;90;45.8;32.976;39.60084213
1;0;0;90;45.8;32.976;39.60084213
1;0;0;87;46;32.016;38.9538672
1;0;0;87;46.2;32.1552;39.63575679
1;0;0;75;47.2;28.32;37.22453299
1;0;0;68;48.6;26.4384;37.93621428
1;0;0;22;63;11.088;34.6565142
0.591925792;0.408074208;0;14;70;7.84;33.614
0.597999817;0.402000183;0;14;70.6;7.9072;34.78138245
0.597999817;0.402000183;0;13;70.6;7.3424;32.29699799
0.578299396;0.421700604;0;13;70.2;7.3008;31.57125171
0.578299396;0.421700604;0;13;70.8;7.3632;32.6645277
0.579907655;0.420092345;0;13;70.6;7.3424;32.29699799
0.574830302;0.425169698;0;13;71.2;7.4048;33.40898849
0.574830302;0.425169698;0;15;69.2;8.304;34.39660957
0.581928142;0.418071858;0;17;66;8.976;32.2570512
0.623394477;0.376605523;0;23;62;11.408;33.9855728
0.596467737;0.403532263;0;14;70;7.84;33.614
0.578266242;0.421733758;0;14;70;7.84;33.614
0.578266242;0.421733758;0;15;69.6;8.352;35.19882916
0.55200886;0.44799114;0;13;71;7.384;33.0351853
1;0;0;11;72.4;6.3712;30.22365269
1;0;0;20;63.6;10.176;32.7234028
1;0;0;160;40.2;51.456;41.78536451
1;0;0;172;39.8;54.7648;43.15794281
1;0;0;85;46.2;31.416;38.72458997
1;0;0;88;46.2;32.5248;40.0913402
1;0;0;86;46.2;31.7856;39.18017338
1;0;0;88;45.2;31.8208;36.73130949
1;0;0;87;45.6;31.7376;37.61652068
1;0;0;91;45.6;33.1968;39.34601589
1;0;0;91;44.8;32.6144;36.65670701
1;0;0;75;47.4;28.44;37.85947873
1;0;0;89;45.6;32.4672;38.48126829
1;0;0;82;46.2;30.3072;37.35783973
1;0;0;95;45.6;34.656;41.07551109
1;0;0;90;46.2;33.264;41.00250702
1;0;0;197;39;61.464;45.5747877
1;0;0;183;39.4;57.6816;44.09973472
1;0;0;191;39;59.592;44.1867231
1;0;0;205;38.2;62.648;43.65231824
1;0;0;192;38.8;59.5968;43.5139122
1;0;0;200;37.8;60.48;40.83167491
1;0;0;195;39.4;61.464;46.99152061
1;0;0;196;38.8;60.8384;44.42045203
1;0;0;190;39.2;59.584;44.8639873
1;0;0;199;38.6;61.4512;44.17761795
1;0;0;207;38.2;63.2592;44.07819452
1;0;0;200;38.6;61.76;44.39961603
1;0;0;191;39.2;59.8976;45.10011355
1;0;0;181;39.2;56.7616;42.73885106
1;0;0;187;38.8;58.0448;42.3807374
1;0;0;190;39.2;59.584;44.8639873
1;0;0;184;39.6;58.2912;45.24791446
1;0;0;184;40.8;60.0576;50.98688446
1;0;0;185;40.2;59.496;48.31432771
1;0;0;184;38.8;57.1136;41.70083252
1;0;0;202;37.6;60.7616;40.37409022
1;0;0;86;46;31.648;38.5061216
1;0;0;86;46;31.648;38.5061216
1;0;0;84;46.2;31.0464;38.26900655
1;0;0;82;46.4;30.4384;38.00894145
1;0;0;82;46.2;30.3072;37.35783973
1;0;0;83;46.2;30.6768;37.81342314
1;0;0;87;46;32.016;38.9538672
1;0;0;90;45.8;32.976;39.60084213
1;0;0;89;45.8;32.6096;39.16083277
1;0;0;85;46.2;31.416;38.72458997
1;0;0;87;46;32.016;38.9538672
1;0;0;86;46.4;31.9232;39.86303615
1;0;0;85;46.4;31.552;39.39951247
1;0;0;86;46;31.648;38.5061216
1;0;0;85;46.6;31.688;40.08321909
1;0;0;82;46.2;30.3072;37.35783973
1;0;0;78;46;28.704;34.9241568
1;0;0;85;46.4;31.552;39.39951247
1;0;0;85;46.2;31.416;38.72458997
1;0;0;87;46.2;32.1552;39.63575679
1;0;0;89;46.4;33.0368;41.25360718
1;0;0;87;46.2;32.1552;39.63575679
1;0;0;86;46.2;31.7856;39.18017338
1;0;0;86;46.4;31.9232;39.86303615
1;0;0;85;46.4;31.552;39.39951247
1;0;0;94;45.6;34.2912;40.64313729
1;0;0;115;43.4;39.928;40.79968015
1;0;0;197;39.2;61.7792;46.51687105
1;0;0;201;38.6;62.0688;44.62161411
1;0;0;195;39.6;61.776;47.95295282
1;0;0;196;38.8;60.8384;44.42045203
1;0;0;199;40;63.68;50.944
1;0;0;200;37.8;60.48;40.83167491
1;0;0;193;39;60.216;44.6494113
1;0;0;196;38.8;60.8384;44.42045203
1;0;0;182;40;58.24;46.592
1;0;0;185;38.6;57.128;41.06964483
1;0;0;186;38;56.544;38.7835296
1;0;0;159;41.2;52.4064;45.8127106
0.463660449;0.536339551;0;14;71.6;8.0192;36.79426441
0.467850076;0.532149924;0;14;71.2;7.9744;35.97891068
0.468240535;0.531759465;0;16;69.6;8.9088;37.54541777
0.493631698;0.506368302;0;15;70;8.4;36.015
0.49368211;0.50631789;0;14;70.4;7.8848;34.38893072
0.489847693;0.510152307;0;17;70.2;9.5472;41.28548301
0.493020915;0.506979085;0;16;69.6;8.9088;37.54541777
0.507555549;0.492444451;0;16;69.4;8.8832;37.11571784
0.501310299;0.498689701;0;16;68.6;8.7808;35.43369523
0.506400706;0.493599294;0;19;67.4;10.2448;39.20966999
1;0;0;192;39.2;60.2112;45.3362398
1;0;0;198;38.6;61.1424;43.95561987
1;0;0;228;38.6;70.4064;50.61556228
1;0;0;196;38.6;60.5248;43.51162371
1;0;0;195;39.6;61.776;47.95295282
1;0;0;169;39.4;53.2688;40.72598453
1;0;0;175;39.4;55.16;42.17187747
1;0;0;174;40.8;56.7936;48.21585814
1;0;0;194;39;60.528;44.8807554
1;0;0;182;40;58.24;46.592
1;0;0;176;40;56.32;45.056
1;0;0;176;38.8;54.6304;39.88775285
1;0;0;183;39;57.096;42.3359703
1;0;0;119;43.2;41.1264;41.44593568
1;0;0;84;46.6;31.3152;39.6116518
1;0;0;79;47.2;29.8304;39.20984142
1;0;0;85;46.6;31.688;40.08321909
1;0;0;80;45.2;28.928;33.39209953
1;0;0;83;46.4;30.8096;38.47246512
1;0;0;79;47.4;29.9568;39.87865093
1;0;0;76;46.4;28.2112;35.22779939
1;0;0;80;46.6;29.824;37.72538267
1;0;0;80;46.4;29.696;37.08189409
1;0;0;79;47;29.704;38.5494799
1;0;0;80;47.2;30.208;39.70616852
1;0;0;75;48.4;29.04;41.15690515
1;0;0;114;44.2;40.3104;43.51048545
1;0;0;195;39.2;61.152;46.04461855
1;0;0;85;46.6;31.688;40.08321909
1;0;0;83;46.6;30.9424;39.14008452
1;0;0;75;47.8;28.68;39.15370369
1;0;0;76;47.6;28.9408;39.01587967
1;0;0;76;47.2;28.6976;37.7208601
1;0;0;82;46.6;30.5696;38.66851724
1;0;0;136;41.8;45.4784;41.5187276
1;0;0;176;40;56.32;45.056
1;0;0;175;40.2;56.28;45.70274243
1;0;0;188;39.8;59.8592;47.17263517
1;0;0;199;38.4;61.1328;43.26911115
1;0;0;194;38.6;59.9072;43.06762755
1;0;0;185;39.2;58.016;43.68335606
1;0;0;200;39.6;63.36;49.18251571
1;0;0;204;38.2;62.3424;43.4393801
1;0;0;210;38.6;64.848;46.61959683
1;0;0;186;39;58.032;43.0300026
1;0;0;169;39.8;53.8096;42.405188
1;0;0;205;38.2;62.648;43.65231824
1;0;0;191;38.8;59.2864;43.28727724
1;0;0;206;38.2;62.9536;43.86525638
1;0;0;192;39.2;60.2112;45.3362398
0.465563137;0.534436863;0;13;71.2;7.4048;33.40898849
0.465546362;0.534453638;0;13;72;7.488;34.9360128
0.473630191;0.526369809;0;13;71;7.384;33.0351853
0.46998833;0.53001167;0;13;71;7.384;33.0351853
0.476547376;0.523452624;0;12;71.8;6.8928;31.89179935
0.476481974;0.523518026;0;17;72;9.792;45.6855552
0.476645448;0.523354552;0;13;71.4;7.4256;33.78595501
0.476571238;0.523428762;0;14;70.6;7.9072;34.78138245
0.479805552;0.520194448;0;13;72;7.488;34.9360128
0.478798519;0.521201481;0;12;71.8;6.8928;31.89179935
0.459678431;0.540321569;0;13;71.4;7.4256;33.78595501
0.476343565;0.523656435;0;15;70.6;8.472;37.26576691
0.469434335;0.530565665;0;13;72;7.488;34.9360128
0.473588014;0.526411986;0;14;72;8.064;37.6233984
0.467724736;0.532275264;0;14;71.2;7.9744;35.97891068
0.47661441;0.52338559;0;16;70;8.96;38.416
1;0;0;188;39.6;59.5584;46.23156477
1;0;0;185;39.6;58.608;45.49382703
1;0;0;185;39.4;58.312;44.58169904
1;0;0;180;40;57.6;46.08
1;0;0;183;39.4;57.6816;44.09973472
1;0;0;184;39.6;58.2912;45.24791446
1;0;0;187;39.6;59.2416;45.98565219
1;0;0;190;39.4;59.888;45.78660982
1;0;0;189;39.4;59.5728;45.54562767
1;0;0;196;39.4;61.7792;47.23250276
1;0;0;195;39.6;61.776;47.95295282
1;0;0;182;39.8;57.9488;45.66712553
1;0;0;170;39.8;54.128;42.65610627
1;0;0;187;39.2;58.6432;44.15560856
1;0;0;181;40;57.92;46.336
1;0;0;178;40.6;57.8144;48.36421427
1;0;0;182;40;58.24;46.592
1;0;0;226;38.6;69.7888;50.17156612
1;0;0;218;39.4;68.7136;52.53411022
1;0;0;185;39.8;58.904;46.41988035
1;0;0;83;46.8;31.0752;39.81635544
1;0;0;83;46.8;31.0752;39.81635544
1;0;0;80;47;30.08;39.037448
1;0;0;84;46.4;31.1808;38.9359888
1;0;0;87;45.2;31.4592;36.31390824
1;0;0;86;46.2;31.7856;39.18017338
1;0;0;89;46;32.752;39.8493584
1;0;0;93;45.6;33.9264;40.21076349
1;0;0;98;45.4;35.5936;41.63412935
